Date,Ticker,Open,High,Low,Close,Volume,return_1,return_5,return_10,return_20,ma_dist_5,ma_dist_10,ma_dist_20,ma_dist_50,volatility_5,volatility_10,volatility_20,volume_change,volume_ratio_20,intraday_return,range_pct,close_position,target
1970-03-16,MMM,6.53125,6.53125,6.375,6.390625,388800,-0.035377358490566,-0.03195273264487131,-0.05977011494252871,-0.013269071441829206,-0.02965600456111439,-0.0375338482448307,-0.046508937473997924,-0.045262520301091874,0.016632673366021006,0.012488823413640313,0.013234176088193689,1.5051546391752577,1.5374881366656121,-0.0215311004784689,0.02444987775061125,0.1,1
1970-03-17,MMM,6.390625,6.523437976837158,6.390625,6.4375,228800,0.007334963325183352,-0.031727448999608,-0.044083526682134555,-0.026004728132387744,-0.016236867239732597,-0.026119865065923432,-0.03828200001118408,-0.03695568399082883,0.016680357223971546,0.013108220487636784,0.012432860229823754,-0.411522633744856,0.8895800933125972,0.007334963325183374,0.020631142032956615,0.352939909309264,0
1970-03-18,MMM,6.4375,6.46875,6.398437976837158,6.421875,236800,-0.0024271844660194164,-0.03294117647058825,-0.0540852217883272,-0.04084020833426805,-0.01201923076923077,-0.0230568242519324,-0.03865272752353102,-0.03774117477919831,0.016593094670126915,0.012391796244255796,0.011972596449369035,0.034965034965035,0.9068627450980392,-0.0024271844660194173,0.010948830857474149,0.3333288121799871,1
1970-03-19,MMM,6.421875,6.460937976837158,6.398437976837158,6.445312976837158,126400,0.0036497092885112714,-0.02712256953401382,-0.03621488196827538,-0.0517240677756825,-0.002900593590122563,-0.015865390653568706,-0.03259844826277581,-0.03262114092259711,0.017180728258958087,0.012205012980503282,0.011364061673869526,-0.46621621621621623,0.541838134430727,0.003649709288511253,0.009696968979568465,0.75,0
1970-03-20,MMM,6.4375,6.4375,6.328125,6.375,251200,-0.010909164084016654,-0.037735849056603765,-0.04225352112676062,-0.06206896551724139,-0.006090148760887416,-0.02240328010103096,-0.04011294856611788,-0.04110557503112054,0.01702119734573029,0.012422537356343365,0.011494258573896606,0.9873417721518987,1.0816396830864623,-0.009708737864077669,0.01715686274509804,0.42857142857142855,0
1970-03-23,MMM,6.375,6.390625,6.265625,6.28125,393600,-0.014705882352941124,-0.017114914425427896,-0.0485207787854236,-0.06944444444444442,-0.017355184545558507,-0.032025056364195,-0.050879491652597704,-0.05293662916764565,0.009355400407473288,0.012816767123130634,0.011758352306958337,0.5668789808917198,1.7672413793103448,-0.014705882352941176,0.01990049751243781,0.125,1
1970-03-24,MMM,6.3125,6.367187976837158,6.3125,6.335937976837158,204800,0.008706543576064929,-0.015776624957334673,-0.04700352189322288,-0.05367560877934752,-0.005639974547831785,-0.01887243036716505,-0.04000941825615092,-0.042525514358449173,0.00976061420647995,0.012992508177439969,0.012012041401622802,-0.4796747967479674,0.9172339663203153,0.003712946825688428,0.0086313939683573,0.42857641098972005,1
1970-03-25,MMM,6.375,6.554687976837158,6.375,6.476562976837158,436800,0.022194819538021937,0.008515889337173066,-0.02470581054687504,-0.05580858652032317,0.014687911721144592,0.005457904941991637,-0.01584847152441213,-0.01953822842972221,0.015008635997624394,0.015551839490439322,0.011745070295863294,1.1328125,1.897810218978102,0.015931447347005207,0.02774434178742583,0.5652185450849581,0
1970-03-26,MMM,6.476562976837158,6.546875,6.4375,6.460937976837158,254400,-0.002412545057599469,0.0024242422448921275,-0.024764078967976166,-0.05485713903061251,0.011744585250749924,0.005593429577499283,-0.015417536755514426,-0.019886657766028507,0.015065319554763238,0.015551835706152406,0.011744446530887784,-0.41758241758241754,1.1091733519358213,-0.0024125450575994394,0.016928656549887306,0.21429007393973215,1
1970-03-30,MMM,6.460937976837158,6.5,6.414062976837158,6.5,198400,0.0060458749647314125,0.019607843137254832,-0.018867924528301883,-0.04587155963302747,0.013892228698705386,0.013645194021446032,-0.007100687643197872,-0.012462938059680859,0.013678573777867483,0.015771242154685543,0.011905649011633837,-0.22012578616352196,0.856353591160221,0.006045874964731351,0.013221080486591045,1.0,1
1970-03-31,MMM,6.5,6.578125,6.46875,6.53125,224000,0.004807692307692291,0.03980099502487566,0.022004889975550057,-0.039080459770114984,0.01088266382148878,0.01628978262610951,-0.0002989791999016801,-0.006441522033750888,0.009004667425329085,0.010501457956521399,0.012010564485638418,0.12903225806451624,0.9440323668240054,0.004807692307692308,0.01674641148325359,0.5714285714285714,1
1970-04-01,MMM,6.5625,6.679687976837158,6.5625,6.632812976837158,241600,0.015550312243009845,0.04685573013582389,0.03033987989703424,-0.015081135690073966,0.01725380275845839,0.028966221832019346,0.016036424401124266,0.00956054262145006,0.009660188197755699,0.011240657231979319,0.012487023784290112,0.07857142857142851,0.994402370760619,0.010714358375186013,0.017667915143453814,0.6000016275975439,1
