Date,Ticker,Open,High,Low,Close,Volume,return_1,return_5,return_10,return_20,ma_dist_5,ma_dist_10,ma_dist_20,ma_dist_50,volatility_5,volatility_10,volatility_20,volume_change,volume_ratio_20,intraday_return,range_pct,close_position,target
2010-03-18,CHTR,34.0,34.75,34.0,34.75,15400,0.022058823529411686,0.0692307692307692,0.12024498669221595,0.17003363997761523,0.04041916167664675,0.057034220532319393,0.10480550037779801,0.10819843430528789,0.018108648666115588,0.017435612192519597,0.013311352023775489,-0.8660869565217392,0.2552838789888106,0.022058823529411766,0.02158273381294964,1.0,0
2010-03-19,CHTR,34.75,34.75,34.5,34.75,1300,0.0,0.0692307692307692,0.09448818897637801,0.17003363997761523,0.0265878877400295,0.04747550866616437,0.09600706016168341,0.1083751680644061,0.018108648666115588,0.0172261128703823,0.013311352023775489,-0.9155844155844156,0.02152674283821825,0.0,0.007194244604316547,1.0,0
2010-03-22,CHTR,34.75,34.75,34.25,34.43000030517578,6000,-0.009208624311488278,0.04333334258108423,0.08440945843073333,0.15925923975525835,0.008612615526568845,0.029512910736403362,0.07787431108469454,0.09856800857519128,0.02066474072147923,0.018001338188082118,0.013753303150777874,3.615384615384615,0.10049409597186165,-0.00920862431148831,0.014522218866342449,0.3600006103515625,1
2010-03-23,CHTR,34.25,35.25,34.25,35.0,53700,0.016555320643971472,0.06870229007633588,0.06870229007633588,0.17845114817889307,0.011970159551097027,0.039562788650203885,0.0867034050171888,0.11568719755349144,0.018634820863405004,0.01641009748670289,0.013776001852108935,7.949999999999999,0.8607148581503447,0.021897810218978103,0.02857142857142857,0.75,0
2010-03-24,CHTR,35.0,35.0,35.0,35.0,1400,0.0,0.02941176470588225,0.06060606060606055,0.17845114817889307,0.006151898424347857,0.03342388001837741,0.077835089964858,0.11462128153012811,0.012966612695369875,0.01654331896543214,0.013776001852108935,-0.9739292364990689,0.022414345180915785,0.0,0.0,0.5,0
2010-03-25,CHTR,34.75,35.0,34.5,34.5,91000,-0.014285714285714235,-0.007194244604316502,0.06153846153846154,0.1694915254237288,-0.00679410584467057,0.012680520403177182,0.054320420499071424,0.09799877590671507,0.011761473567934081,0.016422008625527288,0.014304075950654537,64.0,1.3608494093016301,-0.007194244604316547,0.014492753623188406,0.0,1
2010-03-26,CHTR,35.0,35.0,34.75,34.75,57800,0.007246376811594235,0.0,0.0692307692307692,0.16806722689075637,0.0004030383158752949,0.01332633391875127,0.053908558944471184,0.10454915124980597,0.012404133575042116,0.016281736477209416,0.014304366080107114,-0.36483516483516487,0.8301615798922801,-0.007142857142857143,0.007194244604316547,0.0,0
2010-03-29,CHTR,34.5,35.0,34.400001525878906,34.5,205600,-0.007194244604316502,0.002033101777628943,0.045454545454545414,0.14617938746735093,-0.007194244604316547,0.0016549072215519922,0.039391428189355523,0.09538414449410172,0.012055593231014981,0.01652797651413118,0.014658179665397758,2.557093425605536,2.6136146952265937,0.0,0.017391260119451992,0.16666454738501837,0
2010-03-30,CHTR,34.5,34.52000045776367,34.45000076293945,34.45000076293945,44000,-0.001449253248131832,-0.015714263916015603,0.051908420242426034,0.1332237235273026,-0.005484970808645916,-0.004709194330716116,0.031591576111252,0.09227073997317134,0.008081751591959754,0.016136384286852993,0.014756304665707246,-0.7859922178988327,0.5540863871048987,-0.0014492532481317935,0.0020319214303043754,0.0,1
2010-03-31,CHTR,34.5,34.5,34.25,34.5,91700,0.001451356631444023,-0.014285714285714235,0.014705882352941124,0.12195121951219523,-0.0011580820037980363,-0.004702423515254029,0.027320774856596248,0.09212467067461177,0.008246946993498703,0.011229917790971216,0.014743430275597172,1.084090909090909,1.1846779923777533,0.0,0.007246376811594203,1.0,1
2010-04-01,CHTR,34.5,35.0,34.349998474121094,35.0,59600,0.01449275362318847,0.01449275362318847,0.007194244604316502,0.12830430314323915,0.010392605249027902,0.00899446183774694,0.03607003669665017,0.10567749348297545,0.008309495049587707,0.009863990201577856,0.014857624272659601,-0.35005452562704475,0.7493556295970327,0.014492753623188406,0.01857147216796875,1.0,0
2010-04-05,CHTR,34.5,35.0,34.5,35.0,45500,0.0,0.007194244604316502,0.007194244604316502,0.10236220472440949,0.008936288441871967,0.008267792824169154,0.031110062011925073,0.10330739812666072,0.007989744141220228,0.009863990201577856,0.014331695146881493,-0.2365771812080537,0.5733005733005733,0.014492753623188406,0.014285714285714285,1.0,0
2010-04-06,CHTR,35.0,35.0,34.54999923706055,34.54999923706055,1300,-0.012857164655412978,0.001449253248131832,0.0034853015051157232,0.08818895234836366,-0.0043227885573330245,-0.005039618803152039,0.013672081375224148,0.08703173264313341,0.00973417888627924,0.010330177253988885,0.014846014658626247,-0.9714285714285714,0.016888600194868465,-0.012857164655412947,0.013024624395845237,0.0,0
2010-04-07,CHTR,34.54999923706055,35.0,34.54999923706055,34.54999923706055,51800,0.0,0.002902713262888268,-0.012857164655412978,0.05496180876520751,-0.0048963265915296875,-0.00374857805454161,0.011002494885016525,0.08477915718922031,0.009689519853996529,0.008641222153663948,0.013415134820983223,38.84615384615385,0.7113430376270256,0.0,0.013024624395845237,0.0,0
2010-04-08,CHTR,34.54999923706055,34.54999923706055,34.54999923706055,34.54999923706055,0,0.0,0.001449253248131832,-0.012857164655412978,0.04696967385031958,-0.005182847899461582,-0.0024541824953383125,0.008714926313522704,0.08219681941392014,0.009680025313816868,0.008641222153663948,0.013377820315937983,-1.0,0.0,0.0,0.0,0.5,1
2010-04-09,CHTR,34.54999923706055,34.70000076293945,34.54999923706055,34.70000076293945,50500,0.0043415782689224525,-0.008571406773158485,0.005797123563462403,0.06769233116736784,0.000865332228996579,0.001298538142619137,0.009851164415206237,0.08421239084584688,0.006512544482389808,0.00744634148639992,0.012727471591629933,inf,0.7411212210155562,0.004341578268922361,0.0043228104490162424,1.0,1
2010-04-12,CHTR,34.75,35.25,34.75,35.0,190400,0.008645510964396141,0.0,0.007194244604316502,0.07692307692307687,0.009518324432666337,0.009227222520124714,0.014889885121104871,0.09068925214199808,0.00804514556421892,0.00759666147984218,0.012754264829736855,2.77029702970297,2.829964328180737,0.007194244604316547,0.014285714285714285,0.5,0
2010-04-13,CHTR,35.0,35.0,35.0,35.0,0,0.0,0.013024624395845175,0.01449275362318847,0.06060606060606055,0.006904492337210332,0.007774260779933077,0.011955532452310205,0.08772671162278278,0.0038685030809680644,0.0070848751237267095,0.012479052101529782,-1.0,0.0,0.0,0.0,0.5,1
2010-04-14,CHTR,35.25,35.75,35.25,35.25,35000,0.0071428571428571175,0.020260514570101362,0.02322203829734515,0.07633587786259532,0.01002865329512898,0.012640050402660462,0.015513591266389076,0.09227136498285725,0.003986590700159619,0.007212375084184591,0.012253292605304998,inf,0.6266786034019696,0.0,0.014184397163120567,0.0,1
2010-04-15,CHTR,35.45000076293945,36.0,35.29999923706055,36.0,11700,0.02127659574468077,0.04196818509286948,0.04347826086956519,0.05882352941176472,0.023017898377375827,0.02974828824734331,0.034141017298008156,0.11172187016386644,0.007975082292134266,0.009353503099197356,0.010159836266196848,-0.6657142857142857,0.2308375258952353,0.015514787735506437,0.01944446563720703,1.0,1
